dia_semana;mes;temporada;cidade;UF;regiao;pais;motivo;outro_motivo;selazer_atrativo;selazer_outro;senegocios_motivo;senegocios_outro;secongresso_motivo;secongresso_outro;atividades;atividades_outro;compahia;companhia_outro;organizacao_viagem;organizacao_viagem_outro;fonte_info;fonte_info_outro;pernoite;hospedagem;hospedagem_outro;reserva_hospdagem;reserva_hospedagem_outro;qt_pernoite;visita_outra_cidade;Cidade1;Cidade2;Cidade3;Cidade4;Cidade5;senao_motivo;senao_motivo_outro;agencia_passeiolocal;reserva_agencia;reserva_agencia_outro;guia_turismo;reserva_guia;reserva_guia_outro;g_transporteinterno;g_hospedagem;g_alimentacao;g_atrativosepasseios;g_compras;g_outros;g_total;g_totaldiario;g_totaldiarioind;obs_gastos;pessoasnosgastos;meio_transp_chegada;meio_transp_chegada_outro;meio_transp_interno;meio_transp_interno_outro;excpectativas;motivo_expectativas_negativas;1vez_na_cidade;visitou_3_anos;pretensao_retorno;motivo_retorno;motivo_retorno_outro;n_seguranca;n_acesso;n_transppubico;n_limpezaatrativos;n_comercio;n_qualidadehospedagem;n_atrativos;n_informacaoturistica;n_silizacaoturistica;n_opcpesdelazer;n_qualidadeprofguias;n_hospitalidade;n_gastronomia;n_precos;n_telefonia_internet;1_imagem;padrao;proxima_viagem;proxima_viagem_outro;id_genero;id_genero_outro;estado_civil;idade;instrucao;instrucao_outro;merc_trabalho;renda;dependente;Local;GPS;GPS2
quinta;setembro;alta;Sao Paulo;SP;Sudeste;Brasil;Outro;para casar;;;;;;;"Visitar parques naturais;Compras de outros tipos de produtos";;Familiares com filhos;;Sem pacote_eu mesmo(a) organizei;;Ja conhecia a cidade;;Nao;;;;;;Nao;;;;;;Falta de tempo;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;30;2000;500;0;500;0;3030;1010;336.67;;3;Onibus rodoviario;;Transporte privado por aplicativos ;;Atendeu plenamente;;Sim;;Sim;Lazer;;8;8;;8;7;10;7;2;2;;;8;8;8;10;Gastronomia;Gastronomia;Visitar locais historicos e culturais;;Feminino;;Casado;55;Ensino Superior completo;;Funcionario(a) publico(a);Acima de 10 SM (R$ 9.540.00);3;Aeroporto;-196326775;-439636459
sexta;setembro;alta;Diamantina;MG;Sudeste;Brasil;Outro;Participar festival de teatro;;;;;;;"Visitar parques naturais;Visitar museu- monumentos historicos;Participacao em festas populares;Diversao noturna";;Grupo de excursao;;Instituicao onde Estuda;;Empresa em que trabalha/ Escola;;Sim;Hotel/ Pousada;;Diretamente com o estabelecimento (site do hotel/ e-mail /telefone/ pessoalmente);;3;Nao;;;;;;Falta de tempo;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;200;;250;0;300;0;750;187.5;93.75;;2;Aviao;;A pe;;Atendeu plenamente;;Sim;;Sim;Visita a amigos e parentes;;8;8;;7;10;7;9;5;9;9;;10;10;8;10;Comida mineira;Gastronomia;Visitar locais historicos e culturais;;Feminino;;Solteiro;17;Ensino medio incompleto;Ensino medio incompleto;Estuda;Nao respondeu;;Aeroporto;-196325282;-439637224
quarta;setembro;alta;Coronel Fabriciano ;MG;Sudeste;Brasil;Outro;Passaporte;;;;;;;Nao respondeu;;Viajou so;;Sem pacote_eu mesmo(a) organizei;;Outro;Buscar passaporte ;Nao;;;;;;Nao;;;;;;Falta de tempo;;Nao_nao vou contratar;Agencia de viagens que comprei o pacote completo antes da viagem;;Sim;Pessoalmente na agencia local ao chegar no destino;;100;;500;150;500;0;1250;250;125;;2;Aviao;;Transporte privado por aplicativos ;;Superou;;Nao;Sim;Sim;Lazer;;9;9;;8;8;9;9;;9;9;9;10;10;9;10;Mercado Central;Comercio;Visitar locais historicos e culturais;;Feminino;;Solteiro;48;Pos-graduacao/ Mestrado/ Doutorado completo;;Autonomo;Acima de 10 SM (R$ 9.540.00);2;Aeroporto;-196325761;-439634763
sabado;setembro;alta;Inhapim;MG;Sudeste;Brasil;Outro;Passaporte;;;;;;;City tour;;Viajou so;;Sem pacote- eu mesmo(a) organizei;;Ja conhecia a cidade;;Nao;;;;;;Nao;;;;;;Falta de tempo;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;350;600;500;0;300;0;1750;583.33;583.33;;1;Aviao;;Veiculo Alugado;;Superou;;Nao;Nao;Sim;Lazer;;8;7;;10;7;8;9;8;7;10;;10;9;8;10;Pampulha;Pampulha;Outro;Vietna;Masculino;;Solteiro;68;Ensino Superior completo;;Aposentado(a)/Pensionista;Entre 5 SM e 7 SM (R$ 4.770.01 a R$ 6.678.00);1;Igreja;-198593563;-439789997
sexta;setembro;alta;Santa Efigenia;MG;Sudeste;Brasil;Outro;Passaporte;;;;;;;City tour;;Viajou so;;Sem pacote_eu mesmo(a) organizei;;Ja conhecia a cidade;;Sim;Hotel/ Pousada;;Sites de reserva (Booking/ Tripadvisor/ Trivago/ Hoteis.com);;1;Nao;;;;;;Nao tenho interesse;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;350;700;200;0;0;0;1250;416.67;416.67;;1;Aviao;;Veiculo Alugado;;Superou;;Nao;Sim;Sim;Lazer;;8;8;;7;7;8;9;10;8;8;;10;10;6;9;Queijo;Gastronomia;Nao sabe;;Masculino;;Divorciado/ Separado;71;Ensino Superior completo;;Aposentado(a)/Pensionista;Entre 5 SM e 7 SM (R$ 4.770.01 a R$ 6.678.00);1;Igreja;-198582316;-439817172
quinta;setembro;alta;Ipatinga;MG;Sudeste;Brasil;Outro;Pegar documento de vacinacao;;;;;;;"Visitar museu- monumentos historicos;Diversao noturna";;Familiares sem filhos;;Sem pacote_eu mesmo(a) organizei;;Internet;;Sim;Casa de amigos e parentes;;;;5;Nao;;;;;;Outros;Nao planejou;Nao_nao vou contratar;;;Nao_nao vou contratar;;;0;400;0;0;0;0;400;200;100;;2;Aviao;;Veiculo Alugado;;Atendeu plenamente;;Nao;Sim;Sim;Lazer;;8;10;;8;10;10;10;8;9;10;;10;10;8;9;Pampulha;Pampulha;Sol e praia;;Feminino;;Solteiro;20;Ensino medio completo;;Estuda;Entre 1 SM e 3 SM (R$ 954.01 a R$ 2.862.00);1;Igreja;-19847434;-439685581
domingo;setembro;alta;Juiz de Fora;MG;Sudeste;Brasil;Outro;Praticar esportes;;;;;;;Diversao noturna;;Viajou so;;Sem pacote_eu mesmo(a) organizei;;Ja conhecia a cidade;;Sim;Hotel/ Pousada;;Diretamente com o estabelecimento (site do hotel/ e-mail /telefone/ pessoalmente);;1;Sim;Divinopolis;;;;;;;Nao_nao vou contratar;Agencia de viagens que comprei o pacote completo antes da viagem;;Sim;Agencia de viagens que comprei o passeio antes da viagem;;0;500;300;0;200;0;1000;333.33;333.33;;1;Onibus de turismo/excursao;;Onibus de turismo/excursao;;Superou;;Sim;;Sim;Lazer;;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;Pao de queijo;Gastronomia;Sol e praia;;Feminino;;Casado;64;Ensino Superior completo;;Aposentado(a)/Pensionista;Entre 5 SM e 7 SM (R$ 4.770.01 a R$ 6.678.00);3;Mercado Central;-199231097;-43943211
domingo;julho;baixa;Santo Andre;SP;Sudeste;Brasil;Outro;Pretende morar na cidade;;;;;;;"Visitar parques naturais;Visitar museu- monumentos historicos;City tour;Participacao em festas populares; Diversao noturna";;Casal;;Sem pacote_eu mesmo(a) organizei;;Internet;;Sim;Casa/quarto alugado;;Imobiliaria;;30;Sim;Brumadinho;Nova Lima;Betim;Confins;;;;Nao_nao vou contratar;Agencia de viagens que comprei o pacote completo antes da viagem;;Nao_nao vou contratar;;;0;600;450;50;0;0;1100;220;220;;1;Aviao;;Transporte privado por aplicativos ;;Superou;;Sim;;Sim;Lazer;;8;8;;9;7;9;8;7;7;9;;10;10;7;8;Mineirao;Futebol;Visitar locais historicos e culturais;;Feminino;;Solteiro;26;Ensino Superior completo;;Assalariado(a) com carteira assinada;Nao respondeu;;Museu;-199320651;-439377117
quinta;setembro;alta;Lavras;MG;Sudeste;Brasil;Outro;Resolver problemas;;;;;;;Visitar museu- monumentos historicos;;Viajou so;;Sem pacote_eu mesmo(a) organizei;;Ja conhecia a cidade;;Nao;;;;;;Nao;;;;;;Falta de tempo;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;200;200;150;200;200;0;950;950;237.5;;4;Aviao;;Veiculo Alugado;;Superou;;Sim;;Sim;Lazer;;10;10;;10;10;10;10;10;8;10;;10;10;10;10;Mineirao;Mineirao;Visitar locais historicos e culturais;;Masculino;;Casado;33;Ensino Superior completo;;Autonomo;Entre 5 SM e 7 SM (R$ 4.770.01 a R$ 6.678.00);3;Aeroporto;-19.6336761;-43.9620043
sexta;julho;baixa;Valinhos;SP;Sudeste;Brasil;Outro;Vieram para trem da vale;;;;;;;Visitar museu- monumentos historicos;;Familiares com filhos;;Sem pacote_eu mesmo(a) organizei;;Anuncios/ Campanha publicitaria;;Sim;Hotel/ Pousada;;Sites de reserva (Booking/ Tripadvisor/ Trivago/ Hoteis.com);;2;Nao;;;;;;Outros;Essa viagem seria pra andar de trem ate Vitoria;Nao_nao vou contratar;;;Nao_nao vou contratar;;;180;650;300;250;300;0;1680;420;140;;3;Aviao;;Transporte privado por aplicativos ;;Superou;;Nao;Sim;Sim;Lazer;;8;8;7;7;8;6;5;8;6;8;;8;9;6;8;Lagoa da Pampulha;Lagoa da Pampulha;Sol e praia;;Feminino;;Casado;47;Ensino Superior completo;;Funcionario(a) publico(a);Entre 5 SM e 7 SM (R$ 4.770.01 a R$ 6.678.00);4;Museu;-19.931463;-43.938643
domingo;setembro;alta;Manaus;AM;Norte;Brasil;Negocios;0;;;Atividade comercial ou industrial (vender ou comprar bens e servicos);;;;"Visitar parques naturais;Visitar museu- monumentos historicos;Compras de outros tipos de produtos;Diversao noturna;Outro";Feira Hippie;Amigos;;Empresa onde trabalha;;Empresa em que trabalha/ Escola;;Sim;Hotel/ Pousada;;A empresa reservou/outra pessoa reservou;;15;Sim;Contagem;;;;;;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;100;130;200;100;250;0;780;780;780;;1;Aviao;;Transporte privado por aplicativos ;;Atendeu plenamente;;Sim;;Sim;Lazer;;7;8;6;9;7;8;7;7;6;8;;6;8;6;8;Lagoa da Pampulha;Lagoa da Pampulha;Contato com a natureza;;Feminino;;Solteiro;28;Ensino medio completo;;Estuda;Entre 1 SM e 3 SM (R$ 954.01 a R$ 2.862.00);3;Museu;-19.931467;-43.939252
domingo;setembro;alta;Salvador;BA;Nordeste;Brasil;Negocios;0;;;Atividade comercial ou industrial (vender ou comprar bens e servicos);;;;Outro;Somente trabalhou;Viajou so;;Empresa onde trabalha;;Empresa em que trabalha/ Escola;;Sim;Hotel/ Pousada;;A empresa reservou/outra pessoa reservou;;14;Nao;;;;;;Falta de tempo;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;0;180;200;0;300;0;680;340;113.33;;3;Veiculo Proprio;;Veiculo Proprio;;Atendeu plenamente;;Nao;Sim;Sim;Visita a amigos e parentes;;7;8;9;6;8;9;6;9;7;8;;6;7;8;9;Praca da Liberdade;Parques e Pracas;Nao se aplica (caso a pessoa responder negocios ou visitar amigos e parentes);;Feminino;;Casado;51;Ensino Superior completo;;Funcionario(a) publico(a);Entre 5 SM e 7 SM (R$ 4.770.01 a R$ 6.678.00);4;Museu;-19.931118;-43.937568
domingo;julho;baixa;Belem;PA;Norte;Brasil;Saude: tratamento-consulta medica;0;;;;;;;"Visitar parques naturais;Compra de produtos artesanais locais; Diversao noturna";;Viajou so;;Agencia de viagens;;Outro;Indicacao do medico;Sim;Hotel/ Pousada;;A empresa reservou/outra pessoa reservou;;10;Sim;Ouro Preto;;;;;;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;70;0;200;400;;0;670;95.71;47.86;;2;Aviao;;Veiculo Alugado;;Atendeu em parte;;Sim;;Nao sabe;;;7;6;;6;10;10;;10;10;10;;10;10;8;10;Lagoa da Pampulha;Lagoa da Pampulha;Sol e praia;;Feminino;;Casado;52;Pos-graduacao/ Mestrado/ Doutorado completo;;Funcionario(a) publico(a);Acima de 10 SM (R$ 9.540.00);4;Aeroporto;-19.632163;-43.962887
domingo;julho;baixa;Recife;PE;Nordeste;Brasil;Congressos e Convencoes;0;;;;;Qualificar profissionalmente;;"Compra de produtos artesanais locais; Diversao noturna";;Viajou so;;Empresa onde trabalha;;Empresa em que trabalha/ Escola;;Sim;Hotel/ Pousada;;A empresa reservou/outra pessoa reservou;;2;Nao;;;;;;Falta de tempo;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;200;;300;150;;0;650;216.67;108.33;;2;Aviao;;Transporte privado por aplicativos ;;Atendeu plenamente;;Sim;;Sim;Lazer;;6;10;;5;10;10;9;10;10;8;;10;10;8;10;Comida mineira;Gastronomia;Nao sabe;;Feminino;;Casado;63;Pos-graduacao/ Mestrado/ Doutorado completo;;Aposentado(a)/Pensionista;Entre 7 SM e 10 SM (R$ 6.678.01 a R$ 9.540.00);3;Aeroporto;-19.633277;-43.962817
domingo;julho;baixa;Manhuacu;MG;Sudeste;Brasil;Negocios;0;;;Atividade comercial ou industrial (vender ou comprar bens e servicos);;;;Nao respondeu;;Viajou so;;Empresa onde trabalha;;Ja conhecia a cidade;;Sim;Hotel/ Pousada;;A empresa reservou/outra pessoa reservou;;1;Nao;;;;;;Falta de tempo;;Nao_nao vou contratar;;;Nao_mas pretendo contratar;;;250;400;600;500;300;100;2150;537.5;268.75;;2;Veiculo Proprio;;Veiculo Proprio;;Superou;;Nao;Nao;Nao;;;10;10;;8;10;10;10;10;10;10;;10;10;8;10;Mineirao;Mineirao;Sol e praia;;Masculino;;Casado;39;Pos-graduacao/ Mestrado/ Doutorado completo;;Empregador (mais de 2 empregados);Acima de 10 SM (R$ 9.540.00);4;Mercado Central;-19.922039;-43.943008
domingo;julho;baixa;Sao Paulo;SP;Sudeste;Brasil;Negocios;0;;;Atividade comercial ou industrial (vender ou comprar bens e servicos);;;;Visitar museu- monumentos historicos;;Viajou so;;Empresa onde trabalha;;Empresa em que trabalha/ Escola;;Sim;Hotel/ Pousada;;A empresa reservou/outra pessoa reservou;;3;Nao;;;;;;Falta de tempo;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;30;;0;0;0;20;50;25;25;;1;Onibus rodoviario;;Taxi;;Superou;;Nao;Sim;Sim;Religiao;;8;8;;7;;10;;;;;;7;;8;9;Transito;Negativa;Propagar a religiao;;Masculino;;Solteiro;24;Ensino Superior completo;;Funcionario(a) publico(a);Entre 3 SM e 5 SM (R$ 2.862.01 a R$ 4.770.00);3;Rodoviaria;-19.818127;-43.955109
domingo;setembro;alta;Rondonopolis;MT;Centro-oeste;Brasil;Negocios;0;;;Estabelecer parcerias;;;;Nao respondeu;;Viajou so;;Empresa onde trabalha;;Empresa em que trabalha/ Escola;;Sim;Hotel/ Pousada;;A empresa reservou/outra pessoa reservou;;3;Nao;;;;;;Falta de tempo;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;40;110;34;0;0;10;194;194;194;;1;Onibus rodoviario;;Onibus coletivo;;Superou;;Sim;;Sim;Lazer;;10;10;10;8;;10;;;;;;10;10;10;10;Pampulha;Pampulha;Assistir futebol;;Feminino;;Casado;33;Ensino Superior completo;;Assalariado(a) com carteira assinada;Entre 3 SM e 5 SM (R$ 2.862.01 a R$ 4.770.00);5;Rodoviaria;-19.914809;-43.941312
domingo;setembro;alta;Santo Andre;SP;Sudeste;Brasil;Negocios;0;;;Atividade comercial ou industrial (vender ou comprar bens e servicos);;;;Nao respondeu;;Viajou so;;Empresa onde trabalha;;Empresa em que trabalha/ Escola;;Sim;Hotel/ Pousada;;A empresa reservou/outra pessoa reservou;;2;Nao;;;;;;Nao tenho interesse;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;60;260;50;0;0;0;370;370;370;;1;Onibus rodoviario;;Transporte privado por aplicativos ;;Atendeu plenamente;;Nao;Sim;Sim;Negocios;;8;7;;8;8;10;;;8;7;;9;10;8;9;Mineirao;Mineirao;Nao se aplica (caso a pessoa responder negocios ou visitar amigos e parentes);;Masculino;;Solteiro;27;Ensino Superior completo;;Assalariado(a) com carteira assinada;Entre 3 SM e 5 SM (R$ 2.862.01 a R$ 4.770.00);1;Rodoviaria;-19.916352;-43.940506
domingo;setembro;alta;Petropolis;RJ;Sudeste;Brasil;Negocios;0;;;Firmar convenios;;;;Nao respondeu;;Viajou so;;Empresa onde trabalha;;Empresa em que trabalha/ Escola;;Sim;Hotel/ Pousada;;A empresa reservou/outra pessoa reservou;;2;Nao;;;;;;Falta de tempo;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;0;400;200;0;0;0;600;200;200;;1;Aviao;;Veiculo Alugado;;Atendeu plenamente;;Nao;Nao;Sim;Negocios;;10;10;;10;10;10;;10;10;10;;10;10;8;10;Nao sabe;Nao sabe;Nao se aplica (caso a pessoa responder negocios ou visitar amigos e parentes);;Masculino;;Divorciado/ Separado;62;Pos-graduacao/ Mestrado/ Doutorado completo;;Aposentado(a)/Pensionista;Entre 5 SM e 7 SM (R$ 4.770.01 a R$ 6.678.00);3;Aeroporto;-19.633379;-43.962765
domingo;setembro;alta;Araguaina;TO;Norte;Brasil;Negocios;0;;;Estabelecer parcerias;;;;Nao respondeu;;Outro;Colegas de trabalho;Empresa onde trabalha;;Empresa em que trabalha/ Escola;;Sim;Hotel/ Pousada;;A empresa reservou/outra pessoa reservou;;2;Nao;;;;;;Falta de tempo;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;50;900;0;25;0;0;975;65;65;;1;Onibus rodoviario;;Onibus coletivo;;Superou;;Nao;Sim;Sim;Lazer;;7;8;7;7;9;8;9;9;9;9;;9;8;6;7;Lagoa da Pampulha;Pampulha;Sol e praia;;Feminino;;Solteiro;20;Ensino medio completo;;Assalariado(a) sem carteira assinada;Ate 1 SM (R$ 954.00);1;Rodoviaria;-199139183;-439422588
domingo;setembro;alta;Niteroi;RJ;Sudeste;Brasil;Negocios;0;;;Nao respondeu;;;;Nao respondeu;;Viajou so;;Empresa onde trabalha;;Empresa em que trabalha/ Escola;;Sim;Hotel/ Pousada;;A empresa reservou/outra pessoa reservou;;3;Nao;;;;;;Falta de tempo;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;150;250;300;300;0;0;1000;500;250;;2;Onibus rodoviario;;Transporte privado por aplicativos ;;Atendeu em parte;;Nao;Sim;Sim;Lazer;;8;8;;7;7;9;9;;7;7;;7;8;5;9;Bares;Gastronomia;Sol e praia;;Masculino;;Solteiro;27;Ensino Superior completo;;Assalariado(a) com carteira assinada;Nao respondeu;;Rodoviaria;-199138454;-43942165
domingo;setembro;alta;Rio de Janeiro;RJ;Sudeste;Brasil;Negocios;0;;;Firmar convenios;;;;Nao respondeu;;Viajou so;;Empresa onde trabalha;;Empresa em que trabalha/ Escola;;Sim;Hotel/ Pousada;;A empresa reservou/outra pessoa reservou;;3;Nao;;;;;;Falta de tempo;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;;;;;;;;0;0;;;Aviao;;Onibus coletivo;;Superou;;Sim;;Sim;Lazer;;5;7;5;3;7;8;8;6;5;6;;9;10;8;9;Pampulha;Pampulha;Sol e praia;;Feminino;;Casado;33;Ensino medio completo;;Estuda;Nao respondeu;;Museu;-199332815;-439378668
domingo;setembro;alta;Maceio;AL;Nordeste;Brasil;Negocios;0;;;Atividade comercial ou industrial (vender ou comprar bens e servicos);;;;Nao respondeu;;Viajou so;;Empresa onde trabalha;;Empresa em que trabalha/ Escola;;Sim;Hotel/ Pousada;;A empresa reservou/outra pessoa reservou;;4;Nao;;;;;;Falta de tempo;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;100;350;250;0;0;0;700;233.33;233.33;;1;Aviao;;Transporte privado por aplicativos ;;Atendeu plenamente;;Nao;Sim;Sim;Negocios;;8;7;;7;7;7;;;;;;9;9;8;9;Nao sabe;Nao sabe;Sol e praia;;Feminino;;Casado;39;Pos-graduacao/ Mestrado/ Doutorado completo;;Autonomo;Nao respondeu;;Aeroporto;-196325512;-439634593
domingo;setembro;alta;Para de Minas;MG;Sudeste;Brasil;Negocios;0;;;Reuniao de trabalho;;;;Nao respondeu;;Viajou so;;Empresa onde trabalha;;Empresa em que trabalha/ Escola;;Sim;Hotel/ Pousada;;A empresa reservou/outra pessoa reservou;;1;Nao;;;;;;Falta de tempo;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;50;250;200;0;0;0;500;250;250;;1;Onibus rodoviario;;A pe;;Superou;;Nao;Sim;Sim;Negocios;;7;7;;7;;9;;;;;;8;8;7;10;Capital de Minas Gerais;Capital;Visitar locais historicos e culturais;;Masculino;;Casado;43;Pos-graduacao/ Mestrado/ Doutorado completo;;Estuda;Entre 7 SM e 10 SM (R$ 6.678.01 a R$ 9.540.00);4;Rodoviaria;-199138225;-439418606
domingo;setembro;alta;Araxa ;MG;Sudeste;Brasil;Congressos e Convencoes;0;;;;;Participar como expositor / palestrante;;Visitar museu- monumentos historicos;;Viajou so;;Sem pacote_eu mesmo(a) organizei;;Ja conhecia a cidade;;Sim;Hotel/ Pousada;;A empresa reservou/outra pessoa reservou;;1;Nao;;;;;;Nao tenho interesse;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;300;300;200;200;100;0;1100;550;183.33;;3;Onibus rodoviario;;Transporte privado por aplicativos ;;Decepcionou;Cidade suja na area central;Nao;Sim;Sim;Lazer;;10;10;;3;8;10;10;10;10;10;;10;10;9;10;Bonito;Geral;Sol e praia;;Masculino;;Casado;55;Ensino medio completo;;Assalariado(a) com carteira assinada;Entre 3 SM e 5 SM (R$ 2.862.01 a R$ 4.770.00);5;Rodoviaria;-199137825;-439418953
domingo;setembro;alta;Guararema;SP;Sudeste;Brasil;Negocios;0;;;Outro;Professor veio dar um curso;;;Nao respondeu;;Viajou so;;Empresa onde trabalha;;Empresa em que trabalha/ Escola;;Sim;Hotel/ Pousada;;A empresa reservou/outra pessoa reservou;;2;Nao;;;;;;Falta de tempo;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;50;90;0;0;0;0;140;70;70;;1;Onibus rodoviario;; Taxi;;Superou;;Nao;Sim;Sim;Visita a amigos e parentes;;7;8;;7;;9;9;10;7;10;;9;9;9;7;Frio;Clima;Sol e praia;;Masculino;;Solteiro;37;Ensino medio completo;;Conta-propria regular;Nao respondeu;;Rodoviaria;-19913745;-439417435
domingo;setembro;alta;Juazeiro;BA;Nordeste;Brasil;Negocios;0;;;Outro;Jogar no time;;;Nao respondeu;;Outro;Empresario;Sem pacote_eu mesmo(a) organizei;;Empresa em que trabalha/ Escola;;Sim;Hotel/ Pousada;;A empresa reservou/outra pessoa reservou;;7;Nao;;;;;;Nao tenho interesse;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;600;1300;450;100;300;0;2750;392.86;392.86;;1;Onibus rodoviario;;Transporte privado por aplicativos ;;Superou;;Nao;Sim;Sim;Negocios;;10;10;;8;8;10;8;5;5;7;;10;10;8;8;Mulheres bonitas;Pessoas;Visitar locais historicos e culturais;;Masculino;;Casado;40;Ensino Superior completo;;Empregador (mais de 2 empregados);Acima de 10 SM (R$ 9.540.00);3;Rodoviaria;-199137218;-439417135
domingo;setembro;alta;Rio de Janeiro;RJ;Sudeste;Brasil;Negocios;0;;;Outro;Realizar um show;;;Nao respondeu;;Amigos;;Sem pacote_eu mesmo(a) organizei;;Amigos e parentes;;Sim;Hotel/ Pousada;;A empresa reservou/outra pessoa reservou;;1;Nao;;;;;;Falta de tempo;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;300;150;100;0;50;0;600;600;600;;1;Aviao;;Transporte privado por aplicativos ;;Superou;;Sim;;Sim;Lazer;;9;9;9;9;9;9;9;;9;;;9;9;9;9;Organizacao;Outra;Visitar locais historicos e culturais;;Masculino;;Casado;27;Ensino medio completo;;Funcionario(a) publico(a);Entre 7 SM e 10 SM (R$ 6.678.01 a R$ 9.540.00);2;Aeroporto;-196325946;-439633741
domingo;setembro;alta;Uberlandia;MG;Sudeste;Brasil;Estudo ou cursos;0;;;;;;;Visitar museu- monumentos historicos;;Viajou so;;Empresa onde trabalha;;Empresa em que trabalha/ Escola;;Sim;Hotel Fazenda;;A empresa reservou/outra pessoa reservou;;5;Nao;;;;;;Falta de tempo;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;0;300;200;0;100;0;600;150;150;;1;Veiculo Proprio;;Veiculo Proprio;;Atendeu plenamente;;Sim;;Sim;Lazer;;10;10;10;10;10;10;10;10;10;10;;10;10;10;10;Mercado Central;Comercio;Sol e praia;;Masculino;;Casado;32;Ensino Superior completo;;Assalariado(a) com carteira assinada;Ate 1 SM (R$ 954.00);4;Mercado Central;-19922437;-43942824
domingo;setembro;alta;Uberlandia;MG;Sudeste;Brasil;Negocios;0;;;Estabelecer parcerias;;;;Visitar museu- monumentos historicos;;Familiares sem filhos;;Empresa onde trabalha;;Empresa em que trabalha/ Escola;;Sim;Hotel/ Pousada;;A empresa reservou/outra pessoa reservou;;3;Nao;;;;;;Falta de tempo;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;0;600;500;200;300;0;1600;533.33;266.67;;2;Onibus de turismo/excursao;;Onibus de turismo/excursao;;Atendeu plenamente;;Sim;;Nao;;;5;10;;6;7;10;6;9;9;10;;10;10;10;10;Ilumimada;Outra;Sol e praia;;Masculino;;Casado;37;Ensino medio completo;;Assalariado(a) com carteira assinada;Entre 7 SM e 10 SM (R$ 6.678.01 a R$ 9.540.00);5;Mercado Central;-199221231;-439424259
domingo;novembro;alta;Santo Andre;SP;Sudeste;Brasil;Estudo ou cursos;0;;;;;;;Visitar parques naturais;;Viajou so;;Instituicao onde Estuda;;Empresa em que trabalha/ Escola;;Sim;Hotel/ Pousada;;A empresa reservou/outra pessoa reservou;;4;Nao;;;;;;Falta de tempo;;Nao_nao vou contratar;;;Sim;Diretamente com o guia local;;0;500;500;200;300;0;1500;375;375;;1;Onibus de turismo/excursao;;Nao respondeu;;Superou;;Sim;;Sim;Lazer;;10;10;;10;10;10;10;10;10;10;;10;10;8;10;Nao sabe;Nao sabe;Contato com a natureza;;Feminino;;Solteiro;58;Ensino Superior completo;;Aposentado(a)/Pensionista;Entre 5 SM e 7 SM (R$ 4.770.01 a R$ 6.678.00);1;Mercado Central;-199225054;-43942723
domingo;novembro;alta;Brasilia;DF;Centro-oeste;Brasil;Outro;0;;;;;;;"Visitar parques naturais;Visita museu. monumentos historicos";;Viajou so;;Sem pacote_eu mesmo(a) organizei;;Ja conhecia a cidade;;Sim;Albergue/Hostel;;A empresa reservou/outra pessoa reservou;;3;Sim;Ouro Preto;Diamantina;;;;;;Nao_nao vou contratar;;;Nao_nao vou contratar;;;250;700;600;200;2500;0;4250;1062.5;354.17;;3;Aviao;; Taxi;;Atendeu plenamente;;Nao;Sim;Sim;Lazer;;8;8;;8;8;8;8;;8;8;;9;8;7;8;Queijo;Gastronomia;Visitar locais historicos e culturais;;Feminino;;Casado;47;Pos-graduacao/ Mestrado/ Doutorado completo;;Assalariado(a) com carteira assinada;Acima de 10 SM (R$ 9.540.00);3;Aeroporto;-196324636;-439634605
