codigo_ocorrencia2;aeronave_matricula;aeronave_operador_categoria;aeronave_tipo_veiculo;aeronave_fabricante;aeronave_modelo;aeronave_tipo_icao;aeronave_motor_tipo;aeronave_motor_quantidade;aeronave_pmd;aeronave_pmd_categoria;aeronave_assentos;aeronave_ano_fabricacao;aeronave_pais_fabricante;aeronave_pais_registro;aeronave_registro_categoria;aeronave_registro_segmento;aeronave_voo_origem;aeronave_voo_destino;aeronave_fase_operacao;aeronave_tipo_operacao;aeronave_nivel_dano;aeronave_fatalidades_total
83097;PRHDB;***;HELICÓPTERO;ROBINSON HELICOPTER;R44;R44;PISTÃO;MONOMOTOR;1088;1088;4;2001;BRASIL;BRASIL;HELICÓPTERO;PARTICULAR;CAMPO DE MARTE - SP;MAROUM;CRUZEIRO;***;SUBSTANCIAL;4
83085;PTEEK;***;AVIÃO;EMBRAER;EMB-810C;PA34;PISTÃO;BIMOTOR;2073;2073;7;1976;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;FAZENDA ÁGUA LIMPA;PLÁCIDO DE CASTRO;TÁXI;NÃO REGULAR;LEVE;0
83074;PSAEN;***;AVIÃO;EMBRAER;ERJ 190-400;E295;JATO;BIMOTOR;61200;61200;0;2022;BRASIL;BRASIL;AVIÃO;REGULAR;VIRACOPOS;TANCREDO NEVES;INDETERMINADA;REGULAR;NENHUM;0
83063;PRGZW;***;AVIÃO;BOEING COMPANY;737-86N;B738;;BIMOTOR;79015;79015;0;2006;BRASIL;BRASIL;AVIÃO;REGULAR;GOVERNADOR ANDRÉ FRANCO MONTORO;PRESIDENTE JUSCELINO KUBITSCHEK;POUSO;REGULAR;NENHUM;0
83051;PRPDP;***;***;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR-42-500;AT45;TURBOÉLICE;BIMOTOR;18600;18600;48;1999;BRASIL;BRASIL;***;REGULAR;PORTO URUCU;CARAUARI;TÁXI;REGULAR;NENHUM;0
83044;PRYSI;***;AVIÃO;AIRBUS INDUSTRIE;A320-251N;A320;JATO;BIMOTOR;77000;77000;NULL;2022;BRASIL;BRASIL;AVIÃO;REGULAR;SALGADO FILHO;VIRACOPOS;POUSO;REGULAR;NENHUM;0
83036;PRYXT;***;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR-72-212A 600;AT76;***;***;23000;23000;NULL;NULL;BRASIL;BRASIL;AVIÃO;REGULAR;TANCREDO NEVES;CABO FRIO;POUSO;REGULAR;NENHUM;0
83035;PRAQP;***;AVIÃO;AEROSPATIALE AND ALENIA;ATR-72-212A;AT72;TURBOÉLICE;BIMOTOR;23000;23000;75;0;BRASIL;BRASIL;AVIÃO;REGULAR;GOVERNADOR ALUÍZIO ALVES;FERNANDO DE NORONHA;POUSO;REGULAR;NENHUM;0
83033;PRYRV;***;AVIÃO;AIRBUS INDUSTRIE;A320-251N;A320;JATO;BIMOTOR;77000;77000;160;0;BRASIL;BRASIL;AVIÃO;REGULAR;PORTO SEGURO;PRESIDENTE PRUDENTE;POUSO;REGULAR;NENHUM;0
83032;PRYYA;***;AVIÃO;AIRBUS INDUSTRIE;A320-251N;A320;JATO;BIMOTOR;79000;79000;NULL;NULL;BRASIL;BRASIL;AVIÃO;REGULAR;VIRACOPOS;BRIGADEIRO LYSIAS RODRIGUES;POUSO;REGULAR;NENHUM;0
83031;PRYYJ;***;AVIÃO;AIRBUS S.A.S.;A320-251N;A20N;***;BIMOTOR;79000;79000;NULL;2017;BRASIL;BRASIL;AVIÃO;REGULAR;VAL DE CANS / JÚLIO CEZAR RIBEIRO;MARECHAL CUNHA MACHADO;POUSO;REGULAR;NENHUM;0
83030;PRYSF;***;AVIÃO;AIRBUS S.A.S.;A320-251N;A20N;***;***;77000;77000;NULL;2019;BRASIL;BRASIL;AVIÃO;REGULAR;ALTAMIRA;VAL DE CANS / JÚLIO CEZAR RIBEIRO;POUSO;REGULAR;NENHUM;0
83029;PSAEO;***;AVIÃO;EMBRAER;ERJ 190-400;***;JATO;BIMOTOR;25740;25740;0;2023;BRASIL;BRASIL;AVIÃO;REGULAR;VIRACOPOS;PRESIDENTE JUSCELINO KUBITSCHEK;DECOLAGEM;REGULAR;NENHUM;0
83028;PRYSO;***;AVIÃO;AIRBUS S.A.S.;A320-251N;A20N;***;***;77000;77000;NULL;2023;BRASIL;BRASIL;AVIÃO;REGULAR;GUARARAPES - GILBERTO FREYRE;TANCREDO NEVES;POUSO;REGULAR;NENHUM;0
83027;PRAKB;***;AVIÃO;AEROSPATIALE AND ALENIA;ATR-72-212A;AT72;TURBOÉLICE;BIMOTOR;23000;23000;75;0;BRASIL;BRASIL;AVIÃO;REGULAR;GOVERNADOR JOSÉ RICHA;AFONSO PENA;POUSO;REGULAR;NENHUM;0
83026;PRYXA;***;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR-72-212A (600);AT76;TURBOÉLICE;BIMOTOR;23000;23000;NULL;2022;BRASIL;BRASIL;AVIÃO;REGULAR;TANCREDO NEVES;CORONEL ALTINO MACHADO;POUSO;REGULAR;NENHUM;0
83025;PRYYL;***;AVIÃO;AIRBUS S.A.S.;A320-251N;A20N;JATO;BIMOTOR;79000;79000;NULL;2016;BRASIL;BRASIL;AVIÃO;REGULAR;DEPUTADO LUÍS EDUARDO MAGALHÃES;VIRACOPOS;DECOLAGEM;REGULAR;NENHUM;0
83024;PSAEA;***;AVIÃO;EMBRAER;ERJ 190-400;E295;JATO;BIMOTOR;61500;61500;148;2019;BRASIL;BRASIL;AVIÃO;REGULAR;VIRACOPOS;HERCÍLIO LUZ;POUSO;REGULAR;NENHUM;0
83012;PRAYY;***;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;BIMOTOR;52290;52290;125;2011;BRASIL;BRASIL;AVIÃO;REGULAR;CONGONHAS;AFONSO PENA;POUSO;REGULAR;NENHUM;0
83011;PRAQO;***;AVIÃO;AEROSPATIALE AND ALENIA;ATR-72-212A;AT76;TURBOÉLICE;BIMOTOR;23000;23000;75;0;BRASIL;BRASIL;AVIÃO;REGULAR;VIRACOPOS;GOVERNADOR JOSÉ RICHA;CRUZEIRO;REGULAR;NENHUM;0
83010;PPFFY;***;AVIÃO;EMBRAER;EMB-810C;PA34;PISTÃO;BIMOTOR;2073;2073;6;1976;BRASIL;BRASIL;AVIÃO;ADMINISTRAÇÃO DIRETA;SANTA MARIA;FAZENDA AERO-AMIL;POUSO;POLICIAL;LEVE;0
83008;PRAQZ;***;AVIÃO;AEROSPATIALE AND ALENIA;ATR-72-212A;AT72;TURBOÉLICE;BIMOTOR;23000;23000;75;2015;BRASIL;BRASIL;AVIÃO;REGULAR;AFONSO PENA;GOVERNADOR JOSÉ RICHA;POUSO;REGULAR;NENHUM;0
83007;PRTKM;***;AVIÃO;AEROSPATIALE AND ALENIA;ATR-72-212A;AT72;TURBOÉLICE;BIMOTOR;22800;22800;73;2012;BRASIL;BRASIL;AVIÃO;REGULAR;VIRACOPOS;LEITE LOPES;POUSO;REGULAR;NENHUM;0
83001;PRYSH;***;AVIÃO;AIRBUS S.A.S.;A320-251N;A20N;JATO;BIMOTOR;77000;77000;0;2021;BRASIL;BRASIL;AVIÃO;REGULAR;VIRACOPOS;DEPUTADO LUÍS EDUARDO MAGALHÃES;ESTACIONAMENTO;REGULAR;NENHUM;0
82997;PRYRV;***;AVIÃO;AIRBUS INDUSTRIE;A320-251N;A320;JATO;BIMOTOR;77000;77000;160;0;BRASIL;BRASIL;AVIÃO;REGULAR;GOVERNADOR ANDRÉ FRANCO MONTORO;GUARARAPES - GILBERTO FREYRE;DECOLAGEM;REGULAR;LEVE;0
82996;PRYYL;***;AVIÃO;AIRBUS S.A.S.;A320-251N;A20N;JATO;BIMOTOR;79000;79000;NULL;2016;BRASIL;BRASIL;AVIÃO;REGULAR;PINTO MARTINS;NÃO IDENTIFICADO;DECOLAGEM;REGULAR;NENHUM;0
82995;PRYRS;***;AVIÃO;AIRBUS S.A.S.;A320-253N;A20N;JATO;BIMOTOR;77000;77000;NULL;2018;BRASIL;BRASIL;AVIÃO;REGULAR;VIRACOPOS;REGIONAL HUGO CANTERGIANI;POUSO;REGULAR;NENHUM;0
82994;PRYRW;***;AVIÃO;AIRBUS S.A.S.;A320-253N;A20N;***;***;77000;77000;NULL;2018;BRASIL;BRASIL;AVIÃO;REGULAR;MARECHAL CUNHA MACHADO;PREFEITO RENATO MOREIRA;POUSO;REGULAR;NENHUM;0
82993;PRAYF;***;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;BIMOTOR;52290;52290;125;2010;BRASIL;BRASIL;AVIÃO;REGULAR;SALGADO FILHO;AFONSO PENA;POUSO;REGULAR;LEVE;0
82992;PRYRH;***;AVIÃO;AIRBUS INDUSTRIE;A320-251N;A320;JATO;BIMOTOR;77000;77000;183;2017;BRASIL;BRASIL;AVIÃO;REGULAR;VIRACOPOS;SALGADO FILHO;DECOLAGEM;REGULAR;NENHUM;0
82991;PRAQR;***;AVIÃO;AEROSPATIALE AND ALENIA;ATR-72-212A;AT72;TURBOÉLICE;BIMOTOR;23000;23000;75;0;BRASIL;BRASIL;AVIÃO;REGULAR;FRANK MILOYE MILENKOVICH;VIRACOPOS;POUSO;REGULAR;LEVE;0
82990;PRYRO;***;***;***;***;***;***;***;0;0;NULL;NULL;BRASIL;BRASIL;***;REGULAR;EDUARDO GOMES;VAL DE CANS / JÚLIO CEZAR RIBEIRO;POUSO;REGULAR;LEVE;0
82987;PRYSG;***;AVIÃO;AIRBUS S.A.S.;A320-251N;***;JATO;BIMOTOR;77000;77000;NULL;2020;BRASIL;BRASIL;AVIÃO;REGULAR;ANTONIO CARLOS JOBIM / GALEÃO;PRESIDENTE JOÃO SUASSUNA;DECOLAGEM;REGULAR;NENHUM;0
82986;PRYXT;***;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR-72-212A 600;AT76;***;***;23000;23000;NULL;NULL;BRASIL;BRASIL;AVIÃO;REGULAR;TANCREDO NEVES;MÁRIO RIBEIRO;APROXIMAÇÃO FINAL;REGULAR;LEVE;0
82979;PTRBD;***;AVIÃO;EMBRAER;EMB-810C;PA34;PISTÃO;BIMOTOR;2073;2073;6;1980;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;SANTA MARIA;SALGADO FILHO;POUSO;PRIVADA;LEVE;0
82974;PRYYK;***;AVIÃO;AIRBUS S.A.S.;A320-251N;A20N;JATO;BIMOTOR;77000;77000;NULL;2016;BRASIL;BRASIL;AVIÃO;REGULAR;VIRACOPOS;MARECHAL RONDON;DECOLAGEM;REGULAR;LEVE;0
82973;PRYRD;***;AVIÃO;AIRBUS INDUSTRIE;A320-251N;A320;JATO;TRIMOTOR;79000;79000;NULL;2016;BRASIL;BRASIL;AVIÃO;REGULAR;SANTA GENOVEVA/GOIÂNIA;VIRACOPOS;POUSO;REGULAR;NENHUM;0
82972;PSAEM;***;AVIÃO;EMBRAER;ERJ 190-400;***;JATO;BIMOTOR;61500;61500;0;2022;BRASIL;BRASIL;AVIÃO;REGULAR;VIRACOPOS;HERCÍLIO LUZ;DECOLAGEM;REGULAR;NENHUM;0
82971;PRTKI;***;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR-72-212A (600);AT72;TURBOÉLICE;BIMOTOR;22800;22800;73;2011;BRASIL;BRASIL;AVIÃO;REGULAR;LAURO CARNEIRO DE LOYOLA;VIRACOPOS;POUSO;REGULAR;LEVE;0
82970;PRYRQ;***;AVIÃO;AIRBUS INDUSTRIE;A320-251N;A320;JATO;BIMOTOR;77000;77000;170;0;BRASIL;BRASIL;AVIÃO;REGULAR;SALGADO FILHO;GOVERNADOR ANDRÉ FRANCO MONTORO;POUSO;REGULAR;LEVE;0
82967;PSAEB;***;AVIÃO;EMBRAER;ERJ 190-400;E295;JATO;BIMOTOR;61500;61500;148;2019;BRASIL;BRASIL;AVIÃO;REGULAR;AFONSO PENA;SALGADO FILHO;DECOLAGEM;REGULAR;NENHUM;0
82966;PPLUK;***;HELICÓPTERO;ROBINSON HELICOPTER;R44 II;R44;PISTÃO;MONOMOTOR;1134;1134;4;2011;BRASIL;BRASIL;HELICÓPTERO;TÁXI AÉREO;CAMPO DE MARTE - SP;CAMPO DE MARTE - SP;DECOLAGEM;NÃO REGULAR;NENHUM;0
82965;PRYRT;***;AVIÃO;AIRBUS;A320-251N;A20N;***;***;0;0;NULL;NULL;BRASIL;BRASIL;AVIÃO;REGULAR;CONGONHAS;GUARARAPES - GILBERTO FREYRE;DECOLAGEM;REGULAR;NENHUM;0
82964;PHBHM;***;AVIÃO;BOEING;B787-900;***;***;SEM TRAÇÃO;252650;252650;0;0;HOLANDA;HOLANDA;AVIÃO;REGULAR;AMSTERDAM AIRPORT SCHIPHOL;ANTONIO CARLOS JOBIM / GALEÃO;POUSO;REGULAR;NENHUM;0
82963;PTVQY;***;AVIÃO;EMBRAER;EMB-810D;PA34;PISTÃO;BIMOTOR;2155;2155;6;1993;BRASIL;BRASIL;AVIÃO;***;NÃO IDENTIFICADO;DEPUTADO LUÍS EDUARDO MAGALHÃES;POUSO;NÃO REGULAR;NENHUM;0
82962;PRBED;***;AVIÃO;RAYTHEON AIRCRAFT;400A;BE40;JATO;BIMOTOR;7303;7303;11;2005;BRASIL;BRASIL;AVIÃO;***;ERECHIM;GENERAL LEITE DE CASTRO;DECOLAGEM;ESPECIALIZADA;NENHUM;0
82959;PRAQK;***;AVIÃO;AEROSPATIALE AND ALENIA;ATR-72-212A;AT72;TURBOÉLICE;BIMOTOR;23000;23000;75;2013;BRASIL;BRASIL;AVIÃO;REGULAR;VIRACOPOS;LEITE LOPES;POUSO;REGULAR;LEVE;0
82957;PRTYF;***;AVIÃO;AIRBUS INDUSTRIE;A320-214;A320;JATO;BIMOTOR;77000;77000;184;2013;BRASIL;BRASIL;AVIÃO;REGULAR;SANTA MARIA;PRESIDENTE JUSCELINO KUBITSCHEK;POUSO;REGULAR;NENHUM;0
82956;PSGPD;***;AVIÃO;BOEING COMPANY;737-8 MAX;737;JATO;BIMOTOR;82190;82190;0;2018;BRASIL;BRASIL;AVIÃO;REGULAR;ANTONIO CARLOS JOBIM / GALEÃO;PRESIDENTE JUSCELINO KUBITSCHEK;POUSO;REGULAR;NENHUM;0
82955;PRGEA;***;AVIÃO;BOEING COMPANY;737-7EH;B737;JATO;BIMOTOR;70080;70080;154;2009;BRASIL;BRASIL;AVIÃO;REGULAR;SANTO ÂNGELO;GOVERNADOR ANDRÉ FRANCO MONTORO;DECOLAGEM;REGULAR;NENHUM;0
82954;PRVBF;***;AVIÃO;BOEING COMPANY;737-8EH;B738;JATO;BIMOTOR;79000;79000;197;2008;BRASIL;BRASIL;AVIÃO;REGULAR;SALGADO FILHO;AFONSO PENA;DECOLAGEM;REGULAR;NENHUM;0
82953;PRXBA;***;AVIÃO;AIRBUS INDUSTRIE;A320-271N;A320;JATO;BIMOTOR;79000;79000;183;2019;BRASIL;BRASIL;AVIÃO;REGULAR;GOVERNADOR ANDRÉ FRANCO MONTORO;TENENTE-CORONEL AVIADOR CÉSAR BOMBONATO;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
82952;PRMYP;***;AVIÃO;AIRBUS INDUSTRIE;A320-214;A320;JATO;BIMOTOR;77000;77000;184;2012;BRASIL;BRASIL;AVIÃO;REGULAR;HERCÍLIO LUZ;CONGONHAS;DECOLAGEM;REGULAR;NENHUM;0
82951;PRMYK;***;AVIÃO;AIRBUS INDUSTRIE;A320-214;A320;JATO;BIMOTOR;77000;77000;184;2010;BRASIL;BRASIL;AVIÃO;REGULAR;CONGONHAS;MINISTRO VICTOR KONDER;POUSO;REGULAR;NENHUM;0
82948;PTMXF;***;AVIÃO;AIRBUS INDUSTRIE;A321-231;A321;JATO;BIMOTOR;89000;89000;232;2010;BRASIL;BRASIL;AVIÃO;REGULAR;DEPUTADO LUÍS EDUARDO MAGALHÃES;NÃO IDENTIFICADO;DECOLAGEM;REGULAR;NENHUM;0
82947;PRYSA;***;AVIÃO;AIRBUS S.A.S.;A320-251N;A320;***;***;77000;77000;NULL;2019;BRASIL;BRASIL;AVIÃO;REGULAR;SALGADO FILHO;NÃO IDENTIFICADO;DECOLAGEM;REGULAR;***;0
82946;PRXBQ;***;AVIÃO;AIRBUS S.A.S.;A320-271N;***;JATO;SEM TRAÇÃO;79000;79000;0;0;BRASIL;BRASIL;AVIÃO;REGULAR;GOVERNADOR ANDRÉ FRANCO MONTORO;TENENTE-CORONEL AVIADOR CÉSAR BOMBONATO;POUSO;REGULAR;NENHUM;0
82945;PSHKS;***;AVIÃO;BEECH AIRCRAFT;R44 II;400A;;***;7394;7394;NULL;1997;BRASIL;BRASIL;AVIÃO;NÃO REGULAR;NÃO IDENTIFICADO;DEPUTADO LUÍS EDUARDO MAGALHÃES;POUSO;TÁXI AÉREO;NENHUM;0
82944;PRMBW;***;AVIÃO;AIRBUS INDUSTRIE;A319-132;A319;JATO;BIMOTOR;75500;75500;154;2008;BRASIL;BRASIL;AVIÃO;REGULAR;CONGONHAS;PRESIDENTE JUSCELINO KUBITSCHEK;DECOLAGEM;REGULAR;NENHUM;0
82943;PSAMA;***;AVIÃO;PILATUS;PC-24;PC24;JATO;BIMOTOR;8300;8300;8;2021;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;TERRAVISTA;SÃO PAULO CATARINA AEROPORTO EXECUTIVO;POUSO;NÃO REGULAR;NENHUM;0
82940;PRATV;***;AVIÃO;AEROSPATIALE AND ALENIA;ATR-72-212A;AT72;TURBOÉLICE;BIMOTOR;23000;23000;75;2012;BRASIL;BRASIL;AVIÃO;REGULAR;SANTA MARIA;GUARARAPES - GILBERTO FREYRE;CRUZEIRO;REGULAR;LEVE;0
82938;PROTH;***;AVIÃO;LEONARDO S.P.A;AW139;A139;***;***;0;0;NULL;2021;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;MACAÉ;FORA DE AERODROMO;POUSO;TÁXI AÉREO;NENHUM;0
82937;PRAUE;***;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;BIMOTOR;52290;52290;0;2014;BRASIL;BRASIL;AVIÃO;REGULAR;HERCÍLIO LUZ;AFONSO PENA;DECOLAGEM;REGULAR;LEVE;0
82936;PRAYW;***;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;BIMOTOR;52290;52290;125;2011;BRASIL;BRASIL;AVIÃO;REGULAR;SANTA GENOVEVA/GOIÂNIA;MARECHAL RONDON;DECOLAGEM;REGULAR;NENHUM;0
82935;PRTKM;***;AVIÃO;AEROSPATIALE AND ALENIA;ATR-72-212A;AT72;TURBOÉLICE;BIMOTOR;22800;22800;73;2012;BRASIL;BRASIL;AVIÃO;REGULAR;VIRACOPOS;PRESIDENTE PRUDENTE;POUSO;REGULAR;LEVE;0
82934;PRYXB;***;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR 72-212A(600);***;***;***;23000;23000;NULL;2023;BRASIL;BRASIL;AVIÃO;REGULAR;LAURO CARNEIRO DE LOYOLA;VIRACOPOS;DECOLAGEM;REGULAR;NENHUM;0
82933;PRMYN;***;AVIÃO;AIRBUS INDUSTRIE;A320-214;A320;JATO;BIMOTOR;77000;77000;184;2011;BRASIL;BRASIL;AVIÃO;REGULAR;TENENTE-CORONEL AVIADOR CÉSAR BOMBONATO;GOVERNADOR ANDRÉ FRANCO MONTORO;CRUZEIRO;REGULAR;NENHUM;0
82932;PTGNI;***;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-201;IPAN;PISTÃO;MONOMOTOR;1800;1800;1;1979;BRASIL;BRASIL;AVIÃO;AGRÍCOLA;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;ESPECIALIZADA;SUBSTANCIAL;0
82931;PRGGL;***;AVIÃO;BOEING COMPANY;737-8EH;B738;JATO;BIMOTOR;70533;70533;197;2009;BRASIL;BRASIL;AVIÃO;REGULAR;GOVERNADOR ANDRÉ FRANCO MONTORO;SANTA MARIA;CRUZEIRO;REGULAR;NENHUM;0
82930;FWNUI;***;AVIÃO;Avions de Transport Régional (ATR);ATR 72-212A;***;TURBOÉLICE;SEM TRAÇÃO;22800;22800;0;0;FRANÇA;FRANÇA;AVIÃO;REGULAR;AEROPORTO INTERNACIONAL AMÍLCAR CABRAL;PINTO MARTINS;CRUZEIRO;REGULAR;LEVE;0
82929;PRYSN;***;AVIÃO;AIRBUS S.A.S.;A320-251N;A20N;JATO;BIMOTOR;77000;77000;NULL;2023;BRASIL;BRASIL;AVIÃO;REGULAR;AEROPORTO INTERNACIONAL CAPITAN CORBETA CA CURBELO;GOVERNADOR ANDRÉ FRANCO MONTORO;DECOLAGEM;REGULAR;NENHUM;0
82928;PTXPF;***;AVIÃO;AIRBUS INDUSTRIE;A321-211;A321;JATO;BIMOTOR;89000;89000;NULL;NULL;BRASIL;BRASIL;AVIÃO;REGULAR;GOVERNADOR ANDRÉ FRANCO MONTORO;VAL DE CANS / JÚLIO CEZAR RIBEIRO;POUSO;REGULAR;NENHUM;0
82927;PRYSB;***;AVIÃO;AIRBUS INDUSTRIE;A320-251N;A20N;JATO;***;77000;77000;NULL;2019;BRASIL;BRASIL;AVIÃO;REGULAR;VIRACOPOS;EDUARDO GOMES;POUSO;REGULAR;NENHUM;0
82926;PRGXE;***;AVIÃO;BOEING COMPANY;737-8EH;B738;JATO;BIMOTOR;70533;70533;199;2013;BRASIL;BRASIL;AVIÃO;REGULAR;CONGONHAS;PORTO SEGURO;DECOLAGEM;REGULAR;NENHUM;0
82925;PRGTH;***;AVIÃO;BOEING COMPANY;737-8EH;B738;JATO;BIMOTOR;79000;79000;194;2006;BRASIL;BRASIL;AVIÃO;REGULAR;ZUMBI DOS PALMARES;PRESIDENTE JUSCELINO KUBITSCHEK;POUSO;REGULAR;NENHUM;0
82924;PRXME;***;AVIÃO;BOEING COMPANY;737-8 MAX;B38M;JATO;BIMOTOR;82190;82190;196;2018;BRASIL;BRASIL;AVIÃO;REGULAR;CONGONHAS;PINTO MARTINS;POUSO;REGULAR;LEVE;0
82923;PRAXI;***;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;BIMOTOR;52290;52290;125;2012;BRASIL;BRASIL;AVIÃO;REGULAR;CACOAL;MARECHAL RONDON;ESTACIONAMENTO;REGULAR;NENHUM;0
82922;PRAXI;***;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;BIMOTOR;52290;52290;125;2012;BRASIL;BRASIL;AVIÃO;REGULAR;SANTOS DUMONT;GOVERNADOR ANDRÉ FRANCO MONTORO;APROXIMAÇÃO FINAL;REGULAR;LEVE;0
82921;PRAYJ;***;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;BIMOTOR;52290;52290;125;2010;BRASIL;BRASIL;AVIÃO;REGULAR;VAL DE CANS / JÚLIO CEZAR RIBEIRO;VIRACOPOS;ESTACIONAMENTO;REGULAR;LEVE;0
82920;PRGTH;***;AVIÃO;BOEING COMPANY;737-8EH;B738;JATO;BIMOTOR;79000;79000;194;2006;BRASIL;BRASIL;AVIÃO;REGULAR;SALGADO FILHO;ANTONIO CARLOS JOBIM / GALEÃO;POUSO;REGULAR;NENHUM;0
82919;PTMXN;***;AVIÃO;AIRBUS S.A.S;A321-231;A321;JATO;BIMOTOR;89000;89000;0;2014;BRASIL;BRASIL;AVIÃO;REGULAR;MARECHAL CUNHA MACHADO;GOVERNADOR ANDRÉ FRANCO MONTORO;DECOLAGEM;REGULAR;NENHUM;0
82918;PSAEB;***;AVIÃO;EMBRAER;ERJ 190-400;E295;JATO;BIMOTOR;61500;61500;148;2019;BRASIL;BRASIL;AVIÃO;REGULAR;HERCÍLIO LUZ;VIRACOPOS;POUSO;REGULAR;***;0
82917;PSAEG;***;AVIÃO;YABORA INDUSTRIA AERONAUTICA S.A;ERJ 190-400;E295;;MONOMOTOR;1542;1542;0;0;BRASIL;BRASIL;AVIÃO;REGULAR;GOVERNADOR ANDRÉ FRANCO MONTORO;TANCREDO NEVES;APROXIMAÇÃO FINAL;REGULAR;NENHUM;0
82916;PRGZW;***;AVIÃO;BOEING COMPANY;737-86N;B738;;BIMOTOR;79015;79015;0;2006;BRASIL;BRASIL;AVIÃO;REGULAR;GOVERNADOR ANDRÉ FRANCO MONTORO;MARECHAL RONDON;ESTACIONAMENTO;REGULAR;LEVE;0
82915;PTMUF;***;AVIÃO;BOEING COMPANY;777-32WER;B77W;JATO;BIMOTOR;346544;346544;384;2012;BRASIL;BRASIL;AVIÃO;REGULAR;AEROPORTO HUMBERTO DELGADO;GOVERNADOR ANDRÉ FRANCO MONTORO;POUSO;REGULAR;NENHUM;0
82914;N331QT;***;AVIÃO;AIRBUS INDUSTRIE;A330-243F;A330;JATO;BIMOTOR;0;0;NULL;2013;COLÔMBIA;COLÔMBIA;AVIÃO;REGULAR;NÃO IDENTIFICADO;EURICO DE AGUIAR SALLES;CRUZEIRO;REGULAR;NENHUM;0
82913;PPSAX;***;HELICÓPTERO;AGUSTA;A109E;A109;TURBOEIXO;BIMOTOR;2850;2850;8;2011;BRASIL;BRASIL;HELICÓPTERO;PARTICULAR;NEW ENGLAND;HBR;CRUZEIRO;PRIVADA;LEVE;0
82912;PRPDZ;***;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR-72-212A;AT75;***;SEM TRAÇÃO;23000;23000;0;2013;BRASIL;BRASIL;AVIÃO;REGULAR;LAURO CARNEIRO DE LOYOLA;CONGONHAS;POUSO;REGULAR;NENHUM;0
82911;PRAXC;***;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;BIMOTOR;52290;52290;125;2012;BRASIL;BRASIL;AVIÃO;REGULAR;GOVERNADOR ANDRÉ FRANCO MONTORO;SANTOS DUMONT;DECOLAGEM;REGULAR;NENHUM;0
82910;PRGUR;***;AVIÃO;BOEING COMPANY;737-8HX;B738;JATO;BIMOTOR;79000;79000;193;2012;BRASIL;BRASIL;AVIÃO;REGULAR;BAHIA - JORGE AMADO;CONGONHAS;DECOLAGEM;REGULAR;NENHUM;0
82909;PTJHN;***;AVIÃO;PIPER AIRCRAFT;PA-34-200;PA34;PISTÃO;BIMOTOR;1905;1905;7;1974;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;Comandante Rolim Adolfo Amaro;Comandante Rolim Adolfo Amaro;POUSO;INSTRUÇÃO;LEVE;0
82908;PTXPF;***;AVIÃO;AIRBUS INDUSTRIE;A321-211;A321;JATO;BIMOTOR;89000;89000;NULL;NULL;BRASIL;BRASIL;AVIÃO;REGULAR;GOVERNADOR ANDRÉ FRANCO MONTORO;MARECHAL RONDON;POUSO;REGULAR;NENHUM;0
82907;PTTML;***;AVIÃO;AIRBUS INDUSTRIE;A319-132;***;JATO;BIMOTOR;70000;70000;153;0;BRASIL;BRASIL;AVIÃO;REGULAR;PRESIDENTE JUSCELINO KUBITSCHEK;BRIGADEIRO LYSIAS RODRIGUES;POUSO;REGULAR;NENHUM;0
82906;PRAKO;***;AVIÃO;ATR - GIE AVIONS DE TRANSPORT RÉGIONAL;ATR-72-212A (600);AT76;TURBOÉLICE;SEM TRAÇÃO;22000;22000;0;2021;BRASIL;BRASIL;AVIÃO;REGULAR;VIRACOPOS;ANTONIO CARLOS JOBIM / GALEÃO;POUSO;REGULAR;NENHUM;0
82905;PRMYV;***;AVIÃO;AIRBUS INDUSTRIE;A320-214;A320;JATO;BIMOTOR;77000;77000;184;2012;BRASIL;BRASIL;AVIÃO;REGULAR;REGIONAL SUL;GOVERNADOR ANDRÉ FRANCO MONTORO;DECOLAGEM;REGULAR;NENHUM;0
